TransID,Date,Month,Region,ProdName,Quantity,Price,Cost,Revenue,Profit
1597,04/07/2023,7,MienTrung,Chuot quang,2,206000,110000,412000,192000
1598,18/09/2023,9,MienTrung,Dien thoai,5,7840000,6600000,39200000,6200000
1599,06/12/2023,12,MienBac,Dien thoai,5,8000000,6000000,40000000,10000000
1600,03/11/2023,11,MienBac,Ban phim,9,832000,500000,7488000,2988000
1601,06/01/2023,1,MienNam,Chuot quang,9,198000,100000,1782000,882000
1602,04/07/2023,7,MienNam,Ban phim,2,824000,500000,1648000,648000
1603,20/11/2023,11,MienTrung,Chuot quang,1,208000,110000,208000,98000
1604,23/01/2023,1,MienNam,Ban phim,7,832000,500000,5824000,2324000
1605,08/06/2023,6,MienTrung,Chuot quang,4,198000,110000,792000,352000
1606,14/12/2023,12,MienNam,Dien thoai,8,7760000,6000000,62080000,14080000
1607,28/09/2023,9,MienNam,Ban phim,1,760000,500000,760000,260000
1608,20/02/2023,2,MienBac,Ban phim,6,776000,500000,4656000,1656000
1609,13/11/2023,11,MienTrung,Tai nghe,1,515000,275000,515000,240000
1610,22/04/2023,4,MienTrung,Dien thoai,4,7840000,6600000,31360000,4960000
1611,02/11/2023,11,MienTrung,Dien thoai,7,7920000,6600000,55440000,9240000
1612,20/09/2023,9,MienNam,Chuot quang,2,204000,100000,408000,208000
1613,11/04/2023,4,MienNam,Ban phim,3,824000,500000,2472000,972000
1614,06/08/2023,8,MienTrung,Dien thoai,4,8160000,6600000,32640000,6240000
1615,26/05/2023,5,MienNam,Tai nghe,2,505000,250000,1010000,510000
1616,11/09/2023,9,MienNam,Laptop Dell,5,14700000,12000000,73500000,13500000
1617,05/06/2023,6,MienNam,Dien thoai,1,8320000,6000000,8320000,2320000
1618,08/11/2023,11,MienNam,Ban phim,9,800000,500000,7200000,2700000
1619,28/12/2023,12,MienNam,Chuot quang,6,200000,100000,1200000,600000
1620,10/01/2023,1,MienNam,Chuot quang,1,200000,100000,200000,100000
1621,02/09/2023,9,MienTrung,Tai nghe,1,490000,275000,490000,215000
1622,14/12/2023,12,MienTrung,Ban phim,5,768000,550000,3840000,1090000
1623,26/05/2023,5,MienNam,Ban phim,1,816000,500000,816000,316000
1624,26/05/2023,5,MienTrung,Tai nghe,2,510000,275000,1020000,470000
1625,14/10/2023,10,MienTrung,Dien thoai,2,7840000,6600000,15680000,2480000
1626,26/12/2023,12,MienBac,Tai nghe,9,490000,250000,4410000,2160000
1627,18/08/2023,8,MienNam,Dien thoai,4,8240000,6000000,32960000,8960000
1628,11/09/2023,9,MienBac,Chuot quang,1,194000,100000,194000,94000
1629,15/04/2023,4,MienBac,Ban phim,1,760000,500000,760000,260000
1630,01/12/2023,12,MienNam,Laptop Dell,8,14850000,12000000,118800000,22800000
1631,19/01/2023,1,MienBac,Chuot quang,8,200000,100000,1600000,800000
1632,09/05/2023,5,MienTrung,Tai nghe,2,485000,275000,970000,420000
1633,01/11/2023,11,MienTrung,Dien thoai,3,7600000,6600000,22800000,3000000
1634,05/02/2023,2,MienTrung,Chuot quang,3,208000,110000,624000,294000
1635,10/12/2023,12,MienTrung,Chuot quang,1,196000,110000,196000,86000
1636,19/10/2023,10,MienNam,Dien thoai,5,8240000,6000000,41200000,11200000
1637,04/09/2023,9,MienNam,Dien thoai,2,8320000,6000000,16640000,4640000
1638,24/08/2023,8,MienNam,Tai nghe,2,480000,250000,960000,460000
1639,09/02/2023,2,MienTrung,Chuot quang,6,196000,110000,1176000,516000
1640,03/03/2023,3,MienTrung,Chuot quang,4,194000,110000,776000,336000
1641,21/12/2023,12,MienBac,Chuot quang,1,198000,100000,198000,98000
1642,27/12/2023,12,MienTrung,Tai nghe,7,510000,275000,3570000,1645000
1643,24/11/2023,11,MienTrung,Laptop Dell,3,15150000,13200000,45450000,5850000
1644,21/03/2023,3,MienTrung,Chuot quang,2,190000,110000,380000,160000
1645,07/08/2023,8,MienTrung,Dien thoai,5,7920000,6600000,39600000,6600000
1646,10/10/2023,10,MienBac,Dien thoai,2,8320000,6000000,16640000,4640000
1647,27/06/2023,6,MienTrung,Ban phim,3,824000,550000,2472000,822000
1648,02/02/2023,2,MienTrung,Laptop Dell,7,14850000,13200000,103950000,11550000
1649,16/02/2023,2,MienBac,Dien thoai,1,7760000,6000000,7760000,1760000
1650,13/06/2023,6,MienNam,Laptop Dell,3,14550000,12000000,43650000,7650000
1651,11/09/2023,9,MienNam,Ban phim,3,800000,500000,2400000,900000
1652,07/05/2023,5,MienBac,Ban phim,5,832000,500000,4160000,1660000
1653,08/05/2023,5,MienTrung,Tai nghe,3,510000,275000,1530000,705000
1654,19/06/2023,6,MienTrung,Laptop Dell,3,15150000,13200000,45450000,5850000
1655,16/09/2023,9,MienNam,Chuot quang,4,192000,100000,768000,368000
1656,05/03/2023,3,MienTrung,Tai nghe,5,510000,275000,2550000,1175000
1657,20/05/2023,5,MienTrung,Ban phim,2,816000,550000,1632000,532000
1658,18/07/2023,7,MienTrung,Chuot quang,4,190000,110000,760000,320000
1659,08/03/2023,3,MienBac,Laptop Dell,2,15600000,12000000,31200000,7200000
1660,28/02/2023,2,MienTrung,Ban phim,5,760000,550000,3800000,1050000
1661,15/09/2023,9,MienTrung,Tai nghe,2,520000,275000,1040000,490000
1662,03/11/2023,11,MienNam,Ban phim,3,800000,500000,2400000,900000
1663,21/08/2023,8,MienNam,Dien thoai,2,7840000,6000000,15680000,3680000
1664,04/10/2023,10,MienNam,Tai nghe,4,500000,250000,2000000,1000000
1665,09/08/2023,8,MienTrung,Ban phim,2,816000,550000,1632000,532000
1666,07/11/2023,11,MienTrung,Chuot quang,3,192000,110000,576000,246000
1667,12/10/2023,10,MienBac,Ban phim,3,760000,500000,2280000,780000
1668,11/04/2023,4,MienBac,Ban phim,2,808000,500000,1616000,616000
1669,28/10/2023,10,MienBac,Dien thoai,5,7920000,6000000,39600000,9600000
1670,03/09/2023,9,MienTrung,Laptop Dell,5,14250000,13200000,71250000,5250000
1671,04/07/2023,7,MienNam,Dien thoai,4,7920000,6000000,31680000,7680000
1672,08/09/2023,9,MienNam,Chuot quang,2,190000,100000,380000,180000
1673,24/07/2023,7,MienBac,Tai nghe,1,480000,250000,480000,230000
1674,11/12/2023,12,MienNam,Chuot quang,6,204000,100000,1224000,624000
1675,28/07/2023,7,MienTrung,Ban phim,3,808000,550000,2424000,774000
1676,19/04/2023,4,MienNam,Dien thoai,4,8160000,6000000,32640000,8640000
1677,01/05/2023,5,MienNam,Tai nghe,2,515000,250000,1030000,530000
1678,20/07/2023,7,MienTrung,Tai nghe,3,485000,275000,1455000,630000
1679,05/05/2023,5,MienBac,Tai nghe,3,475000,250000,1425000,675000
1680,22/09/2023,9,MienNam,Laptop Dell,1,14550000,12000000,14550000,2550000
1681,07/11/2023,11,MienBac,Ban phim,6,792000,500000,4752000,1752000
1682,15/11/2023,11,MienNam,Chuot quang,5,194000,100000,970000,470000
1683,15/06/2023,6,MienNam,Laptop Dell,3,15150000,12000000,45450000,9450000
1684,19/03/2023,3,MienTrung,Ban phim,2,832000,550000,1664000,564000
1685,25/05/2023,5,MienBac,Tai nghe,3,495000,250000,1485000,735000
1686,25/12/2023,12,MienBac,Chuot quang,5,190000,100000,950000,450000
1687,10/09/2023,9,MienBac,Ban phim,1,768000,500000,768000,268000
1688,27/10/2023,10,MienBac,Dien thoai,2,8160000,6000000,16320000,4320000
1689,22/05/2023,5,MienBac,Tai nghe,3,480000,250000,1440000,690000
1690,13/03/2023,3,MienTrung,Chuot quang,1,192000,110000,192000,82000
1691,24/10/2023,10,MienBac,Tai nghe,5,515000,250000,2575000,1325000
1692,17/01/2023,1,MienNam,Chuot quang,7,194000,100000,1358000,658000
1693,08/03/2023,3,MienTrung,Chuot quang,4,192000,110000,768000,328000
1694,12/08/2023,8,MienBac,Tai nghe,1,490000,250000,490000,240000
1695,13/01/2023,1,MienBac,Tai nghe,6,485000,250000,2910000,1410000
1696,11/06/2023,6,MienNam,Tai nghe,4,500000,250000,2000000,1000000
1697,05/09/2023,9,MienBac,Laptop Dell,3,15450000,12000000,46350000,10350000
1698,23/02/2023,2,MienBac,Laptop Dell,1,15300000,12000000,15300000,3300000
1699,14/05/2023,5,MienTrung,Chuot quang,4,202000,110000,808000,368000
1700,02/11/2023,11,MienNam,Chuot quang,3,208000,100000,624000,324000
1701,28/02/2023,2,MienTrung,Chuot quang,3,204000,110000,612000,282000
1702,14/07/2023,7,MienNam,Tai nghe,2,505000,250000,1010000,510000
1703,06/01/2023,1,MienNam,Ban phim,7,800000,500000,5600000,2100000
1704,04/03/2023,3,MienTrung,Chuot quang,1,202000,110000,202000,92000
1705,09/11/2023,11,MienNam,Tai nghe,5,520000,250000,2600000,1350000
1706,11/01/2023,1,MienTrung,Chuot quang,6,208000,110000,1248000,588000
1707,18/06/2023,6,MienBac,Tai nghe,4,500000,250000,2000000,1000000
1708,26/09/2023,9,MienTrung,Tai nghe,3,485000,275000,1455000,630000
1709,08/02/2023,2,MienTrung,Tai nghe,5,495000,275000,2475000,1100000
1710,18/11/2023,11,MienTrung,Laptop Dell,3,14700000,13200000,44100000,4500000
1711,28/11/2023,11,MienNam,Dien thoai,3,8320000,6000000,24960000,6960000
1712,14/11/2023,11,MienBac,Tai nghe,3,520000,250000,1560000,810000
1713,15/02/2023,2,MienNam,Chuot quang,3,192000,100000,576000,276000
1714,27/06/2023,6,MienBac,Tai nghe,3,505000,250000,1515000,765000
1715,22/09/2023,9,MienBac,Ban phim,5,784000,500000,3920000,1420000
1716,02/11/2023,11,MienNam,Laptop Dell,5,14700000,12000000,73500000,13500000
1717,21/11/2023,11,MienBac,Chuot quang,5,194000,100000,970000,470000
1718,24/08/2023,8,MienBac,Dien thoai,4,8240000,6000000,32960000,8960000
1719,15/10/2023,10,MienNam,Chuot quang,3,202000,100000,606000,306000
1720,11/01/2023,1,MienBac,Chuot quang,3,202000,100000,606000,306000
1721,21/04/2023,4,MienBac,Ban phim,3,800000,500000,2400000,900000
1722,09/10/2023,10,MienNam,Laptop Dell,5,14550000,12000000,72750000,12750000
1723,22/11/2023,11,MienNam,Tai nghe,1,490000,250000,490000,240000
1724,01/05/2023,5,MienNam,Tai nghe,3,495000,250000,1485000,735000
1725,16/05/2023,5,MienBac,Chuot quang,2,190000,100000,380000,180000
1726,24/01/2023,1,MienNam,Ban phim,6,760000,500000,4560000,1560000
1727,17/05/2023,5,MienTrung,Tai nghe,5,480000,275000,2400000,1025000
1728,14/12/2023,12,MienTrung,Tai nghe,9,500000,275000,4500000,2025000
1729,14/06/2023,6,MienNam,Laptop Dell,4,14550000,12000000,58200000,10200000
1730,21/11/2023,11,MienTrung,Laptop Dell,1,14850000,13200000,14850000,1650000
1731,17/05/2023,5,MienTrung,Chuot quang,5,204000,110000,1020000,470000
1732,04/08/2023,8,MienBac,Laptop Dell,1,14850000,12000000,14850000,2850000
1733,16/08/2023,8,MienNam,Chuot quang,1,198000,100000,198000,98000
1734,02/10/2023,10,MienTrung,Laptop Dell,4,14850000,13200000,59400000,6600000
1735,08/03/2023,3,MienBac,Ban phim,1,832000,500000,832000,332000
1736,02/01/2023,1,MienNam,Chuot quang,1,208000,100000,208000,108000
1737,09/10/2023,10,MienBac,Laptop Dell,3,15000000,12000000,45000000,9000000
1738,28/01/2023,1,MienNam,Laptop Dell,6,15150000,12000000,90900000,18900000
1739,18/01/2023,1,MienNam,Chuot quang,8,200000,100000,1600000,800000
1740,15/05/2023,5,MienNam,Dien thoai,4,8080000,6000000,32320000,8320000
1741,13/12/2023,12,MienTrung,Dien thoai,9,8320000,6600000,74880000,15480000
1742,02/10/2023,10,MienTrung,Laptop Dell,2,15000000,13200000,30000000,3600000
1743,12/10/2023,10,MienTrung,Chuot quang,5,198000,110000,990000,440000
1744,02/03/2023,3,MienBac,Chuot quang,1,192000,100000,192000,92000
1745,19/02/2023,2,MienBac,Dien thoai,1,7600000,6000000,7600000,1600000
1746,01/08/2023,8,MienBac,Tai nghe,1,480000,250000,480000,230000
1747,01/09/2023,9,MienNam,Chuot quang,2,192000,100000,384000,184000
1748,21/03/2023,3,MienBac,Tai nghe,3,495000,250000,1485000,735000
1749,02/08/2023,8,MienTrung,Ban phim,2,832000,550000,1664000,564000
1750,07/05/2023,5,MienBac,Tai nghe,1,500000,250000,500000,250000
1751,03/07/2023,7,MienNam,Ban phim,4,760000,500000,3040000,1040000
1752,25/01/2023,1,MienNam,Dien thoai,6,8240000,6000000,49440000,13440000
1753,23/08/2023,8,MienBac,Laptop Dell,4,15300000,12000000,61200000,13200000
1754,08/05/2023,5,MienNam,Chuot quang,5,200000,100000,1000000,500000
1755,18/05/2023,5,MienNam,Dien thoai,2,7600000,6000000,15200000,3200000
1756,01/08/2023,8,MienBac,Chuot quang,1,192000,100000,192000,92000
1757,28/01/2023,1,MienNam,Tai nghe,1,475000,250000,475000,225000
1758,02/04/2023,4,MienBac,Tai nghe,1,510000,250000,510000,260000
1759,15/03/2023,3,MienBac,Ban phim,4,776000,500000,3104000,1104000
1760,06/12/2023,12,MienNam,Tai nghe,3,495000,250000,1485000,735000
1761,16/06/2023,6,MienBac,Tai nghe,4,475000,250000,1900000,900000
1762,17/02/2023,2,MienNam,Ban phim,5,792000,500000,3960000,1460000
1763,07/07/2023,7,MienNam,Dien thoai,2,8320000,6000000,16640000,4640000
1764,09/07/2023,7,MienTrung,Chuot quang,4,196000,110000,784000,344000
1765,26/06/2023,6,MienBac,Ban phim,3,792000,500000,2376000,876000
1766,15/10/2023,10,MienBac,Laptop Dell,4,14700000,12000000,58800000,10800000
1767,20/09/2023,9,MienTrung,Laptop Dell,1,15000000,13200000,15000000,1800000
1768,06/12/2023,12,MienNam,Dien thoai,9,7840000,6000000,70560000,16560000
1769,04/02/2023,2,MienNam,Ban phim,3,792000,500000,2376000,876000
1770,04/06/2023,6,MienTrung,Ban phim,2,824000,550000,1648000,548000
1771,04/10/2023,10,MienTrung,Ban phim,2,816000,550000,1632000,532000
1772,01/05/2023,5,MienNam,Laptop Dell,4,15000000,12000000,60000000,12000000
1773,08/11/2023,11,MienBac,Chuot quang,3,190000,100000,570000,270000
1774,21/12/2023,12,MienTrung,Ban phim,1,808000,550000,808000,258000
1775,13/01/2023,1,MienBac,Tai nghe,5,480000,250000,2400000,1150000
1776,23/10/2023,10,MienBac,Chuot quang,3,202000,100000,606000,306000
1777,12/06/2023,6,MienTrung,Laptop Dell,4,15150000,13200000,60600000,7800000
1778,25/11/2023,11,MienTrung,Chuot quang,5,200000,110000,1000000,450000
1779,09/02/2023,2,MienTrung,Ban phim,7,792000,550000,5544000,1694000
1780,03/02/2023,2,MienTrung,Chuot quang,7,190000,110000,1330000,560000
1781,01/12/2023,12,MienNam,Tai nghe,6,510000,250000,3060000,1560000
1782,28/10/2023,10,MienTrung,Chuot quang,4,198000,110000,792000,352000
1783,10/05/2023,5,MienBac,Dien thoai,5,7840000,6000000,39200000,9200000
1784,17/09/2023,9,MienNam,Laptop Dell,4,14550000,12000000,58200000,10200000
1785,08/03/2023,3,MienTrung,Tai nghe,2,500000,275000,1000000,450000
1786,27/09/2023,9,MienNam,Dien thoai,2,7760000,6000000,15520000,3520000
1787,04/05/2023,5,MienNam,Ban phim,1,792000,500000,792000,292000
1788,15/03/2023,3,MienBac,Dien thoai,4,8000000,6000000,32000000,8000000
1789,07/01/2023,1,MienBac,Laptop Dell,1,15150000,12000000,15150000,3150000
1790,28/07/2023,7,MienBac,Tai nghe,1,500000,250000,500000,250000
1791,01/07/2023,7,MienBac,Dien thoai,4,8000000,6000000,32000000,8000000
1792,06/08/2023,8,MienNam,Laptop Dell,1,14850000,12000000,14850000,2850000
1793,26/11/2023,11,MienNam,Tai nghe,1,485000,250000,485000,235000
1794,27/12/2023,12,MienBac,Laptop Dell,1,14700000,12000000,14700000,2700000
1795,21/02/2023,2,MienNam,Tai nghe,7,500000,250000,3500000,1750000
1796,10/07/2023,7,MienTrung,Laptop Dell,1,14700000,13200000,14700000,1500000
1797,21/02/2023,2,MienBac,Laptop Dell,4,15450000,12000000,61800000,13800000
1798,25/04/2023,4,MienTrung,Chuot quang,5,204000,110000,1020000,470000
1799,20/12/2023,12,MienTrung,Tai nghe,6,500000,275000,3000000,1350000
1800,25/08/2023,8,MienBac,Chuot quang,1,200000,100000,200000,100000
1801,21/12/2023,12,MienNam,Ban phim,9,824000,500000,7416000,2916000
1802,15/02/2023,2,MienBac,Tai nghe,4,475000,250000,1900000,900000
1803,08/12/2023,12,MienTrung,Chuot quang,1,204000,110000,204000,94000
1804,21/04/2023,4,MienBac,Dien thoai,1,8000000,6000000,8000000,2000000
1805,08/03/2023,3,MienTrung,Dien thoai,3,8240000,6600000,24720000,4920000
1806,02/05/2023,5,MienTrung,Laptop Dell,5,14400000,13200000,72000000,6000000
1807,19/05/2023,5,MienBac,Dien thoai,4,7680000,6000000,30720000,6720000
1808,20/08/2023,8,MienTrung,Dien thoai,2,8000000,6600000,16000000,2800000
1809,26/01/2023,1,MienNam,Ban phim,1,768000,500000,768000,268000
1810,14/04/2023,4,MienNam,Laptop Dell,1,14250000,12000000,14250000,2250000
1811,12/09/2023,9,MienBac,Dien thoai,3,7920000,6000000,23760000,5760000
1812,05/06/2023,6,MienNam,Laptop Dell,4,14400000,12000000,57600000,9600000
1813,28/03/2023,3,MienTrung,Laptop Dell,4,14250000,13200000,57000000,4200000
1814,13/09/2023,9,MienTrung,Chuot quang,5,202000,110000,1010000,460000
1815,28/07/2023,7,MienNam,Tai nghe,3,480000,250000,1440000,690000
1816,04/10/2023,10,MienBac,Dien thoai,2,8000000,6000000,16000000,4000000
1817,20/07/2023,7,MienBac,Tai nghe,3,490000,250000,1470000,720000
1818,13/05/2023,5,MienTrung,Tai nghe,5,490000,275000,2450000,1075000
1819,04/05/2023,5,MienNam,Ban phim,3,824000,500000,2472000,972000
1820,26/05/2023,5,MienBac,Chuot quang,4,192000,100000,768000,368000
1821,19/11/2023,11,MienTrung,Laptop Dell,1,15000000,13200000,15000000,1800000
1822,16/01/2023,1,MienNam,Laptop Dell,7,14400000,12000000,100800000,16800000
1823,13/02/2023,2,MienBac,Tai nghe,9,520000,250000,4680000,2430000
1824,10/05/2023,5,MienBac,Tai nghe,5,515000,250000,2575000,1325000
1825,05/03/2023,3,MienTrung,Tai nghe,5,515000,275000,2575000,1200000
1826,02/03/2023,3,MienNam,Ban phim,5,760000,500000,3800000,1300000
1827,28/06/2023,6,MienNam,Chuot quang,1,202000,100000,202000,102000
1828,22/09/2023,9,MienNam,Laptop Dell,1,14400000,12000000,14400000,2400000
1829,19/02/2023,2,MienNam,Ban phim,5,768000,500000,3840000,1340000
1830,07/10/2023,10,MienTrung,Laptop Dell,5,15600000,13200000,78000000,12000000
1831,23/11/2023,11,MienTrung,Dien thoai,5,8000000,6600000,40000000,7000000
1832,02/08/2023,8,MienBac,Dien thoai,2,8240000,6000000,16480000,4480000
1833,28/04/2023,4,MienNam,Ban phim,3,824000,500000,2472000,972000
1834,11/03/2023,3,MienTrung,Tai nghe,3,485000,275000,1455000,630000
1835,14/04/2023,4,MienTrung,Ban phim,5,800000,550000,4000000,1250000
1836,13/07/2023,7,MienNam,Ban phim,4,768000,500000,3072000,1072000
1837,22/12/2023,12,MienNam,Tai nghe,9,520000,250000,4680000,2430000
1838,03/10/2023,10,MienTrung,Ban phim,5,760000,550000,3800000,1050000
1839,22/08/2023,8,MienNam,Laptop Dell,4,14550000,12000000,58200000,10200000
1840,09/04/2023,4,MienNam,Chuot quang,1,192000,100000,192000,92000
1841,08/04/2023,4,MienNam,Chuot quang,1,198000,100000,198000,98000
1842,06/12/2023,12,MienNam,Dien thoai,7,8240000,6000000,57680000,15680000
1843,20/01/2023,1,MienBac,Chuot quang,9,196000,100000,1764000,864000
1844,18/03/2023,3,MienTrung,Laptop Dell,2,15600000,13200000,31200000,4800000
1845,23/01/2023,1,MienBac,Tai nghe,8,505000,250000,4040000,2040000
1846,07/01/2023,1,MienBac,Chuot quang,1,198000,100000,198000,98000
1847,26/05/2023,5,MienTrung,Chuot quang,2,198000,110000,396000,176000
1848,13/08/2023,8,MienBac,Chuot quang,2,202000,100000,404000,204000
1849,22/01/2023,1,MienBac,Chuot quang,3,192000,100000,576000,276000
1850,16/08/2023,8,MienNam,Dien thoai,5,7840000,6000000,39200000,9200000
1851,02/08/2023,8,MienNam,Laptop Dell,3,15300000,12000000,45900000,9900000
1852,10/02/2023,2,MienNam,Laptop Dell,1,15000000,12000000,15000000,3000000
1853,20/09/2023,9,MienBac,Ban phim,1,792000,500000,792000,292000
1854,15/06/2023,6,MienNam,Ban phim,4,792000,500000,3168000,1168000
1855,06/11/2023,11,MienTrung,Chuot quang,7,190000,110000,1330000,560000
1856,26/02/2023,2,MienNam,Dien thoai,4,7840000,6000000,31360000,7360000
1857,08/03/2023,3,MienTrung,Tai nghe,1,495000,275000,495000,220000
1858,28/09/2023,9,MienTrung,Laptop Dell,5,15300000,13200000,76500000,10500000
1859,26/04/2023,4,MienBac,Laptop Dell,4,15600000,12000000,62400000,14400000
1860,06/04/2023,4,MienNam,Laptop Dell,4,15300000,12000000,61200000,13200000
1861,05/11/2023,11,MienTrung,Dien thoai,6,8000000,6600000,48000000,8400000
1862,11/09/2023,9,MienTrung,Dien thoai,2,7920000,6600000,15840000,2640000
1863,04/06/2023,6,MienNam,Laptop Dell,1,14850000,12000000,14850000,2850000
1864,01/05/2023,5,MienTrung,Ban phim,3,800000,550000,2400000,750000
1865,27/10/2023,10,MienBac,Tai nghe,5,490000,250000,2450000,1200000
1866,11/12/2023,12,MienBac,Laptop Dell,1,14700000,12000000,14700000,2700000
1867,07/04/2023,4,MienNam,Tai nghe,5,495000,250000,2475000,1225000
1868,03/10/2023,10,MienTrung,Tai nghe,2,480000,275000,960000,410000
1869,01/05/2023,5,MienBac,Laptop Dell,2,15300000,12000000,30600000,6600000
1870,18/09/2023,9,MienTrung,Ban phim,5,792000,550000,3960000,1210000
1871,11/09/2023,9,MienNam,Laptop Dell,1,14550000,12000000,14550000,2550000
1872,07/10/2023,10,MienBac,Laptop Dell,4,15450000,12000000,61800000,13800000
1873,14/03/2023,3,MienNam,Laptop Dell,1,15150000,12000000,15150000,3150000
1874,07/01/2023,1,MienNam,Laptop Dell,5,15300000,12000000,76500000,16500000
1875,27/02/2023,2,MienBac,Tai nghe,3,515000,250000,1545000,795000
1876,22/03/2023,3,MienBac,Ban phim,3,808000,500000,2424000,924000
1877,22/01/2023,1,MienBac,Dien thoai,5,8000000,6000000,40000000,10000000
1878,06/02/2023,2,MienBac,Laptop Dell,3,15300000,12000000,45900000,9900000
1879,22/07/2023,7,MienTrung,Laptop Dell,3,15300000,13200000,45900000,6300000
1880,13/02/2023,2,MienTrung,Ban phim,5,776000,550000,3880000,1130000
1881,18/12/2023,12,MienBac,Laptop Dell,3,15600000,12000000,46800000,10800000
1882,22/08/2023,8,MienNam,Dien thoai,5,8080000,6000000,40400000,10400000
1883,19/06/2023,6,MienTrung,Tai nghe,3,515000,275000,1545000,720000
1884,04/12/2023,12,MienNam,Dien thoai,1,8000000,6000000,8000000,2000000
1885,19/03/2023,3,MienNam,Tai nghe,5,480000,250000,2400000,1150000
1886,09/02/2023,2,MienBac,Tai nghe,7,505000,250000,3535000,1785000
1887,08/10/2023,10,MienTrung,Laptop Dell,1,15150000,13200000,15150000,1950000
1888,03/01/2023,1,MienBac,Laptop Dell,8,15600000,12000000,124800000,28800000
1889,16/07/2023,7,MienBac,Tai nghe,3,495000,250000,1485000,735000
1890,27/12/2023,12,MienNam,Laptop Dell,5,15000000,12000000,75000000,15000000
1891,21/07/2023,7,MienTrung,Dien thoai,4,8000000,6600000,32000000,5600000
1892,05/09/2023,9,MienBac,Ban phim,2,768000,500000,1536000,536000
1893,02/04/2023,4,MienBac,Laptop Dell,2,14550000,12000000,29100000,5100000
1894,23/10/2023,10,MienTrung,Chuot quang,3,196000,110000,588000,258000
1895,21/06/2023,6,MienNam,Tai nghe,4,485000,250000,1940000,940000
1896,19/02/2023,2,MienTrung,Tai nghe,1,490000,275000,490000,215000
1897,27/02/2023,2,MienTrung,Ban phim,5,816000,550000,4080000,1330000
1898,26/04/2023,4,MienBac,Chuot quang,3,190000,100000,570000,270000
1899,25/11/2023,11,MienTrung,Chuot quang,6,206000,110000,1236000,576000
1900,27/08/2023,8,MienNam,Ban phim,3,832000,500000,2496000,996000
1901,22/07/2023,7,MienNam,Tai nghe,3,515000,250000,1545000,795000
1902,25/03/2023,3,MienBac,Tai nghe,3,490000,250000,1470000,720000
1903,20/08/2023,8,MienTrung,Laptop Dell,5,14250000,13200000,71250000,5250000
1904,25/12/2023,12,MienBac,Chuot quang,4,208000,100000,832000,432000
1905,17/10/2023,10,MienBac,Dien thoai,1,8160000,6000000,8160000,2160000
1906,02/05/2023,5,MienNam,Ban phim,5,792000,500000,3960000,1460000
1907,15/01/2023,1,MienTrung,Ban phim,1,832000,550000,832000,282000
1908,05/11/2023,11,MienTrung,Tai nghe,7,495000,275000,3465000,1540000
1909,08/04/2023,4,MienBac,Chuot quang,5,194000,100000,970000,470000
1910,25/04/2023,4,MienNam,Dien thoai,1,8160000,6000000,8160000,2160000
1911,13/02/2023,2,MienNam,Laptop Dell,8,14700000,12000000,117600000,21600000
1912,26/12/2023,12,MienTrung,Laptop Dell,3,15600000,13200000,46800000,7200000
1913,25/10/2023,10,MienBac,Laptop Dell,4,15600000,12000000,62400000,14400000
1914,12/12/2023,12,MienNam,Dien thoai,9,7840000,6000000,70560000,16560000
1915,13/08/2023,8,MienBac,Chuot quang,5,190000,100000,950000,450000
1916,27/08/2023,8,MienNam,Ban phim,3,776000,500000,2328000,828000
1917,28/03/2023,3,MienNam,Chuot quang,4,204000,100000,816000,416000
1918,25/01/2023,1,MienBac,Laptop Dell,5,15450000,12000000,77250000,17250000
1919,02/07/2023,7,MienBac,Dien thoai,2,7600000,6000000,15200000,3200000
1920,28/02/2023,2,MienNam,Laptop Dell,7,14400000,12000000,100800000,16800000
1921,09/07/2023,7,MienNam,Ban phim,1,760000,500000,760000,260000
1922,19/02/2023,2,MienBac,Tai nghe,8,500000,250000,4000000,2000000
1923,28/11/2023,11,MienBac,Chuot quang,3,208000,100000,624000,324000
1924,11/08/2023,8,MienTrung,Tai nghe,4,510000,275000,2040000,940000
1925,26/12/2023,12,MienBac,Dien thoai,5,8080000,6000000,40400000,10400000
1926,20/03/2023,3,MienNam,Tai nghe,2,480000,250000,960000,460000
1927,09/06/2023,6,MienNam,Laptop Dell,3,15600000,12000000,46800000,10800000
1928,03/12/2023,12,MienBac,Chuot quang,5,190000,100000,950000,450000
1929,07/03/2023,3,MienBac,Dien thoai,2,8240000,6000000,16480000,4480000
1930,09/05/2023,5,MienNam,Ban phim,4,792000,500000,3168000,1168000
1931,10/01/2023,1,MienNam,Tai nghe,4,475000,250000,1900000,900000
1932,03/05/2023,5,MienBac,Ban phim,2,832000,500000,1664000,664000
1933,24/02/2023,2,MienBac,Ban phim,4,824000,500000,3296000,1296000
1934,09/09/2023,9,MienNam,Ban phim,5,808000,500000,4040000,1540000
1935,10/06/2023,6,MienTrung,Tai nghe,4,515000,275000,2060000,960000
1936,11/03/2023,3,MienBac,Tai nghe,4,505000,250000,2020000,1020000
1937,17/01/2023,1,MienNam,Tai nghe,1,505000,250000,505000,255000
1938,27/06/2023,6,MienTrung,Tai nghe,1,515000,275000,515000,240000
1939,14/09/2023,9,MienTrung,Ban phim,4,776000,550000,3104000,904000
1940,20/10/2023,10,MienTrung,Tai nghe,4,480000,275000,1920000,820000
1941,01/06/2023,6,MienTrung,Dien thoai,3,7760000,6600000,23280000,3480000
1942,18/03/2023,3,MienBac,Ban phim,1,832000,500000,832000,332000
